geolocation_zip_code_prefix,geolocation_state,customer_state,geolocation_lat,geolocation_lng
1318,SP,São Paulo,-23.5650381,-46.64731634
1322,SP,São Paulo,-23.5641899,-46.64356964
1308,SP,São Paulo,-23.55518251,-46.65226234
1306,SP,São Paulo,-23.5543338,-46.64967364
1301,SP,São Paulo,-23.5508128,-46.65525803
1302,SP,São Paulo,-23.54765096,-46.64357748
1312,SP,São Paulo,-23.55364601,-46.64827785
1319,SP,São Paulo,-23.55156261,-46.64021297
1316,SP,São Paulo,-23.55298158,-46.63977389
1317,SP,São Paulo,-23.56281095,-46.64538049
1313,SP,São Paulo,-23.55651329,-46.6502532
1324,SP,São Paulo,-23.55135945,-46.64339075
1327,SP,São Paulo,-23.5652193,-46.64515173
1304,SP,São Paulo,-23.55217945,-46.652992
1332,SP,São Paulo,-23.5598746,-46.65312716
1326,SP,São Paulo,-23.55890829,-46.64517208
1315,SP,São Paulo,-23.55259299,-46.64068339
1325,SP,São Paulo,-23.56040415,-46.6440907
1329,SP,São Paulo,-23.56314574,-46.6466188
1330,SP,São Paulo,-23.55681762,-46.64986084
1311,SP,São Paulo,-23.56056636,-46.65761043
1305,SP,São Paulo,-23.55608305,-46.65802268
1320,SP,São Paulo,-23.55733794,-46.63877749
1328,SP,São Paulo,-23.55542941,-46.64533779
1402,SP,São Paulo,-23.58406691,-46.66998067
1421,SP,São Paulo,-23.56233151,-46.66120425
1403,SP,São Paulo,-23.57034736,-46.653151
1409,SP,São Paulo,-23.56136643,-46.65759387
1411,SP,São Paulo,-23.56854685,-46.66483314
1452,SP,São Paulo,-23.56883153,-46.69199439
1423,SP,São Paulo,-23.5689182,-46.65699514
1417,SP,São Paulo,-23.48850963,-46.71460628
1408,SP,São Paulo,-23.56943871,-46.66342129
1455,SP,São Paulo,-23.5806907,-46.68751888
1401,SP,São Paulo,-23.56974757,-46.65100357
1410,SP,São Paulo,-23.55859574,-46.65657076
1453,SP,São Paulo,-23.58343566,-46.6864627
1415,SP,São Paulo,-23.55184004,-46.6545531
1416,SP,São Paulo,-23.55951039,-46.6670639
1445,SP,São Paulo,-23.56834638,-46.68910543
1424,SP,São Paulo,-23.56816236,-46.66117893
1422,SP,São Paulo,-23.55978442,-46.66607926
1419,SP,São Paulo,-23.557768,-46.66267335
1414,SP,São Paulo,-23.56362277,-46.66760382
1420,SP,São Paulo,-23.56851814,-46.65191533
1451,SP,São Paulo,-23.58348907,-46.68508055
1446,SP,São Paulo,-23.57569278,-46.67656976
1406,SP,São Paulo,-23.56582007,-46.65801074
1454,SP,São Paulo,-23.58214887,-46.68638063
1426,SP,São Paulo,-23.56259715,-46.66968808
1413,SP,São Paulo,-23.55863183,-46.66070143
1433,SP,São Paulo,-23.58188489,-46.6684868
1427,SP,São Paulo,-23.57351512,-46.66112293
1405,SP,São Paulo,-23.56696412,-46.65698271
1435,SP,São Paulo,-23.57968191,-46.66963177
1449,SP,São Paulo,-23.5762922,-46.6814231
1425,SP,São Paulo,-23.57233035,-46.66082328
1430,SP,São Paulo,-23.88162935,-46.6438188
1404,SP,São Paulo,-23.56994327,-46.6570937
1442,SP,São Paulo,-23.56370227,-46.67529086
1407,SP,São Paulo,-23.5784801,-46.67516751
1418,SP,São Paulo,-23.56312174,-46.65656671
1472,SP,São Paulo,-23.57054369,-46.69129668
1443,SP,São Paulo,-23.56750865,-46.68471806
1428,SP,São Paulo,-23.57646147,-46.65933149
1434,SP,São Paulo,-23.57791701,-46.6694526
1457,SP,São Paulo,-23.5788355,-46.6909282
1412,SP,São Paulo,-23.56442334,-46.66684085
1448,SP,São Paulo,-23.5774167,-46.67817482
1456,SP,São Paulo,-23.57850416,-46.6901183
1432,SP,São Paulo,-23.57442069,-46.66422199
1441,SP,São Paulo,-23.5756567,-46.68951883
1489,SP,São Paulo,-23.57664999,-46.68740005
1429,SP,São Paulo,-23.57524109,-46.66307398
1450,SP,São Paulo,-23.57492548,-46.685052
1440,SP,São Paulo,-23.56448528,-46.67441861
1438,SP,São Paulo,-23.57032558,-46.67299258
1444,SP,São Paulo,-23.60567566,-46.74544468
1436,SP,São Paulo,-23.5726508,-46.66771705
1447,SP,São Paulo,-23.57251768,-46.68071077
1439,SP,São Paulo,-23.56628327,-46.67340369
1431,SP,São Paulo,-23.57816664,-46.66288282
1437,SP,São Paulo,-23.57095472,-46.66969643
1526,SP,São Paulo,-23.56690213,-46.6300592
1509,SP,São Paulo,-23.56759053,-46.63545151
1504,SP,São Paulo,-23.56375858,-46.6389921
1536,SP,São Paulo,-23.56253963,-46.62234397
1535,SP,São Paulo,-23.56961802,-46.62490078
1511,SP,São Paulo,-23.55568231,-46.63309991
1534,SP,São Paulo,-23.5628474,-46.62391126
1514,SP,São Paulo,-23.55306435,-46.62768626
1529,SP,São Paulo,-23.56935316,-46.63690014
1539,SP,São Paulo,-23.57378256,-46.62058067
1532,SP,São Paulo,-23.57206085,-46.63613684
1542,SP,São Paulo,-23.57081105,-46.62114561
1548,SP,São Paulo,-23.57834656,-46.61471087
1543,SP,São Paulo,-23.57575585,-46.62009626
1544,SP,São Paulo,-23.5769225,-46.62291192
1546,SP,São Paulo,-23.57625295,-46.62235968
1523,SP,São Paulo,-23.56366379,-46.61929091
1506,SP,São Paulo,-23.56180273,-46.63479183
1518,SP,São Paulo,-23.55893044,-46.62292374
1510,SP,São Paulo,-23.55619866,-46.63344748
1537,SP,São Paulo,-23.56902278,-46.62199067
1531,SP,São Paulo,-23.57012417,-46.63265516
1549,SP,São Paulo,-23.57732127,-46.61708485
1533,SP,São Paulo,-23.57219854,-46.6391311
1525,SP,São Paulo,-23.5670089,-46.63752875
1520,SP,São Paulo,-23.55923867,-46.61831888
1550,SP,São Paulo,-23.57203616,-46.61521227
1503,SP,São Paulo,-23.55548824,-46.63559924
1541,SP,São Paulo,-23.5687223,-46.61880092
1545,SP,São Paulo,-23.58137306,-46.61787583
1522,SP,São Paulo,-23.55916467,-46.61546692
1508,SP,São Paulo,-23.56014607,-46.63334613
1519,SP,São Paulo,-23.56007529,-46.6218299
1547,SP,São Paulo,-23.58202355,-46.62322245
1538,SP,São Paulo,-23.573205,-46.62290025
1501,SP,São Paulo,-23.55193148,-46.6356909
1521,SP,São Paulo,-23.56012382,-46.62080822
1530,SP,São Paulo,-23.58614539,-46.72796029
1505,SP,São Paulo,-23.55539651,-46.63286103
1502,SP,São Paulo,-23.55498325,-46.63569905
1551,SP,São Paulo,-23.57664938,-46.61216233
1540,SP,São Paulo,-23.5646142,-46.6204983
1528,SP,São Paulo,-23.56326862,-46.62567807
1513,SP,São Paulo,-23.55689555,-46.6310037
1527,SP,São Paulo,-23.56314456,-46.62658014
1524,SP,São Paulo,-23.56704554,-46.616112
1507,SP,São Paulo,-23.55819745,-46.63164908
1512,SP,São Paulo,-23.5536449,-46.6326189
1552,SP,São Paulo,-23.5738359,-46.61101337
1553,SP,São Paulo,-23.57430308,-46.60968254
1516,SP,São Paulo,-23.55948466,-46.61446206
1517,SP,São Paulo,-23.56024793,-46.62483145
2019,SP,São Paulo,-23.498262,-46.62855054
2069,SP,São Paulo,-23.50688764,-46.61434088
2067,SP,São Paulo,-23.50589562,-46.60638997
2020,SP,São Paulo,-23.49908392,-46.63226647
2075,SP,São Paulo,-23.50202851,-46.60034967
2012,SP,São Paulo,-23.50836123,-46.62752419
2076,SP,São Paulo,-23.50692178,-46.59894961
2035,SP,São Paulo,-23.500395,-46.62233251
2034,SP,São Paulo,-23.50412274,-46.62460753
2022,SP,São Paulo,-23.50623787,-46.64043239
2021,SP,São Paulo,-23.49943999,-46.63380353
2080,SP,São Paulo,-23.49781772,-46.60657423
2066,SP,São Paulo,-23.50875908,-46.60297304
2085,SP,São Paulo,-23.49744368,-46.61260909
2030,SP,São Paulo,-23.50476958,-46.62470303
2064,SP,São Paulo,-23.51980758,-46.59604573
2029,SP,São Paulo,-23.51093659,-46.62008934
2060,SP,São Paulo,-23.51886128,-46.6038228
2054,SP,São Paulo,-23.51636255,-46.6056925
2072,SP,São Paulo,-23.50081051,-46.60427196
2017,SP,São Paulo,-23.50138125,-46.63920651
2018,SP,São Paulo,-23.49351105,-46.63106708
2043,SP,São Paulo,-23.49022304,-46.61732559
2074,SP,São Paulo,-23.50907581,-46.59346384
2038,SP,São Paulo,-23.49857049,-46.62335346
2016,SP,São Paulo,-23.50097763,-46.62712333
2040,SP,São Paulo,-23.48902299,-46.6218669
2056,SP,São Paulo,-23.51064064,-46.60409341
2051,SP,São Paulo,-23.51226774,-46.60874803
2041,SP,São Paulo,-23.49010232,-46.61972999
2039,SP,São Paulo,-23.49231066,-46.62052862
2073,SP,São Paulo,-23.50123032,-46.60751038
2082,SP,São Paulo,-23.49467073,-46.60965312
2033,SP,São Paulo,-23.50215379,-46.61688101
2013,SP,São Paulo,-23.50308575,-46.63382294
2079,SP,São Paulo,-23.50036683,-46.6026406
2037,SP,São Paulo,-23.49998652,-46.61873041
2083,SP,São Paulo,-23.49552086,-46.59927427
2068,SP,São Paulo,-23.50320809,-46.61302451
2071,SP,São Paulo,-23.50313754,-46.60968448
2047,SP,São Paulo,-23.51836389,-46.61420873
2078,SP,São Paulo,-23.50246061,-46.59374589
2044,SP,São Paulo,-23.49568082,-46.61894671
2084,SP,São Paulo,-23.49567503,-46.59947757
2055,SP,São Paulo,-23.51295294,-46.60830247
2042,SP,São Paulo,-23.4880224,-46.6190015
2045,SP,São Paulo,-23.49440602,-46.61732055
2036,SP,São Paulo,-23.5021075,-46.62196128
2046,SP,São Paulo,-23.48774785,-46.61152878
2010,SP,São Paulo,-23.51492956,-46.62640583
2081,SP,São Paulo,-23.49664722,-46.60503619
2050,SP,São Paulo,-23.5165435,-46.61056316
2052,SP,São Paulo,-23.50946693,-46.6068675
2031,SP,São Paulo,-23.515069,-46.62531652
2028,SP,São Paulo,-23.50751845,-46.61747075
2065,SP,São Paulo,-23.50172637,-46.60239776
2077,SP,São Paulo,-23.50100111,-46.59626328
2011,SP,São Paulo,-23.50190277,-46.62622917
2049,SP,São Paulo,-23.51497582,-46.61611265
2032,SP,São Paulo,-23.51077695,-46.62390843
2053,SP,São Paulo,-23.51042744,-46.6011795
2009,SP,São Paulo,-23.5157991,-46.64113909
2089,SP,São Paulo,-23.51709448,-46.6166731
2088,SP,São Paulo,-23.50424026,-46.62074207
2150,SP,São Paulo,-23.4957502,-46.56850789
2133,SP,São Paulo,-23.50029146,-46.58561516
2167,SP,São Paulo,-23.52290395,-46.5818041
2130,SP,São Paulo,-23.50810094,-46.58282425
2188,SP,São Paulo,-23.50750947,-46.56565714
2152,SP,São Paulo,-23.49815871,-46.57321173
2138,SP,São Paulo,-23.4956516,-46.57582723
2134,SP,São Paulo,-23.49931808,-46.57812437
2176,SP,São Paulo,-23.51226784,-46.57370473
2117,SP,São Paulo,-23.52019456,-46.59353893
2119,SP,São Paulo,-23.51359387,-46.59299116
2131,SP,São Paulo,-23.50281071,-46.58176193
2124,SP,São Paulo,-23.50636476,-46.58066376
2129,SP,São Paulo,-23.5052157,-46.58945987
2132,SP,São Paulo,-23.49833145,-46.5804145
2110,SP,São Paulo,-23.52188843,-46.59374226
2135,SP,São Paulo,-23.49880797,-46.57363113
2127,SP,São Paulo,-23.50238052,-46.58273095
2114,SP,São Paulo,-23.52285334,-46.59177958
2178,SP,São Paulo,-23.5198384,-46.57027291
2177,SP,São Paulo,-23.51111277,-46.56976217
2120,SP,São Paulo,-23.51041663,-46.59421775
2161,SP,São Paulo,-23.49126219,-46.57078598
2112,SP,São Paulo,-23.51266818,-46.58665534
2126,SP,São Paulo,-23.50685808,-46.59162344
2169,SP,São Paulo,-23.51932718,-46.57580723
2123,SP,São Paulo,-23.5107737,-46.57804828
2189,SP,São Paulo,-23.5076215,-46.56616243
2128,SP,São Paulo,-23.50399491,-46.59463824
2179,SP,São Paulo,-23.51950161,-46.5673105
2136,SP,São Paulo,-23.49825445,-46.57847266
2174,SP,São Paulo,-23.52306256,-46.5718968
2186,SP,São Paulo,-23.51335483,-46.56877347
2137,SP,São Paulo,-23.50176923,-46.57187321
2185,SP,São Paulo,-23.51228361,-46.56782304
2181,SP,São Paulo,-23.52093291,-46.56270977
2180,SP,São Paulo,-23.51997319,-46.56594004
2111,SP,São Paulo,-23.51578921,-46.59197639
2187,SP,São Paulo,-23.51512572,-46.5648995
2121,SP,São Paulo,-23.51181354,-46.58921527
2190,SP,São Paulo,-23.50991203,-46.56318689
2139,SP,São Paulo,-23.49413494,-46.5734397
2143,SP,São Paulo,-23.5079923,-46.57521707
2122,SP,São Paulo,-23.51317219,-46.58263962
2115,SP,São Paulo,-23.52649951,-46.59188594
2118,SP,São Paulo,-23.51661168,-46.59476458
2125,SP,São Paulo,-23.50795714,-46.58846138
2113,SP,São Paulo,-23.51528796,-46.58734465
2147,SP,São Paulo,-23.49955674,-46.56521996
2141,SP,São Paulo,-23.48912566,-46.57563102
2170,SP,São Paulo,-23.52538,-46.57609
2166,SP,São Paulo,-23.52506009,-46.58373822
2175,SP,São Paulo,-23.51671874,-46.57445726
2168,SP,São Paulo,-23.52017488,-46.57883175
2116,SP,São Paulo,-23.52270007,-46.58754576
2145,SP,São Paulo,-23.50149554,-46.56529291
2151,SP,São Paulo,-23.49353773,-46.56649158
2146,SP,São Paulo,-23.50095702,-46.57088226
2144,SP,São Paulo,-23.50507517,-46.57083606
2162,SP,São Paulo,-23.49030645,-46.56191043
2142,SP,São Paulo,-23.50986007,-46.57548532
2251,SP,São Paulo,-23.47989462,-46.59551128
2256,SP,São Paulo,-23.47606968,-46.5875754
2246,SP,São Paulo,-23.49191348,-46.60200386
2223,SP,São Paulo,-23.47872104,-46.58108916
2225,SP,São Paulo,-23.4803395,-46.57586314
2204,SP,São Paulo,-23.48374059,-46.58985709
2235,SP,São Paulo,-23.47943869,-46.57901479
2245,SP,São Paulo,-23.48347746,-46.60599175
2243,SP,São Paulo,-23.49083844,-46.59835784
2208,SP,São Paulo,-23.48101575,-46.58546645
2222,SP,São Paulo,-23.4846303,-46.57788817
2232,SP,São Paulo,-23.47619014,-46.56109124
2203,SP,São Paulo,-23.49169231,-46.59024532
2250,SP,São Paulo,-23.48654952,-46.59469228
2263,SP,São Paulo,-23.4635328,-46.57715608
2238,SP,São Paulo,-23.47019809,-46.56484109
2261,SP,São Paulo,-23.46735987,-46.57715992
2267,SP,São Paulo,-23.4764328,-46.59817822
2270,SP,São Paulo,-23.47279357,-46.59464741
2227,SP,São Paulo,-23.48325358,-46.56925871
2273,SP,São Paulo,-23.45886783,-46.58574627
2244,SP,São Paulo,-23.49047396,-46.60639167
2229,SP,São Paulo,-23.47929118,-46.56787619
2215,SP,São Paulo,-23.49108905,-46.58508188
2259,SP,São Paulo,-23.47160797,-46.58038944
2228,SP,São Paulo,-23.48005593,-46.56981691
2254,SP,São Paulo,-23.48511797,-46.59617459
2218,SP,São Paulo,-23.48673525,-46.58408012
2247,SP,São Paulo,-23.48489061,-46.60210519
2226,SP,São Paulo,-23.48463245,-46.57191858
2274,SP,São Paulo,-23.46824405,-46.58503083
2220,SP,São Paulo,-23.49074591,-46.57794384
2217,SP,São Paulo,-23.49033589,-46.58028421
2265,SP,São Paulo,-23.47651944,-46.59554968
2276,SP,São Paulo,-23.45990238,-46.58449612
2242,SP,São Paulo,-23.48813303,-46.60765996
2269,SP,São Paulo,-23.47459295,-46.59615302
2221,SP,São Paulo,-23.48197842,-46.58058753
2279,SP,São Paulo,-23.46048083,-46.5758522
2249,SP,São Paulo,-23.49108295,-46.59518841
2237,SP,São Paulo,-23.4650308,-46.56958829
2206,SP,São Paulo,-23.48707625,-46.58987268
2258,SP,São Paulo,-23.47623536,-46.58210665
2236,SP,São Paulo,-23.47463253,-46.56894075
2205,SP,São Paulo,-23.4891017,-46.58859077
2241,SP,São Paulo,-23.49051879,-46.60742306
2219,SP,São Paulo,-23.48793569,-46.58086279
2257,SP,São Paulo,-23.4717242,-46.58517131
2230,SP,São Paulo,-23.48274827,-46.56490113
2210,SP,São Paulo,-23.48653953,-46.57926776
2266,SP,São Paulo,-23.47351768,-46.59417129
2211,SP,São Paulo,-23.49702202,-46.59590298
2280,SP,São Paulo,-23.45423291,-46.57383309
2278,SP,São Paulo,-23.46353896,-46.58182067
2264,SP,São Paulo,-23.46306764,-46.57733469
2201,SP,São Paulo,-23.48564923,-46.59218589
2253,SP,São Paulo,-23.47954552,-46.59692262
2281,SP,São Paulo,-23.44917893,-46.57435095
2248,SP,São Paulo,-23.48220704,-46.60000341
2255,SP,São Paulo,-23.47597013,-46.59145922
2277,SP,São Paulo,-23.46274979,-46.5820018
2272,SP,São Paulo,-23.46986315,-46.58785305
2271,SP,São Paulo,-23.46891225,-46.58807266
2282,SP,São Paulo,-23.44562185,-46.56747062
2224,SP,São Paulo,-23.48135107,-46.56704819
2275,SP,São Paulo,-23.46509715,-46.59050302
2233,SP,São Paulo,-23.4753849,-46.56433956
2209,SP,São Paulo,-23.48506483,-46.58236127
2212,SP,São Paulo,-23.49452516,-46.58841008
2288,SP,São Paulo,-23.432886,-46.5713235
2260,SP,São Paulo,-23.46930258,-46.57550487
2234,SP,São Paulo,-23.47627439,-46.56835101
2213,SP,São Paulo,-23.49287325,-46.58454116
2202,SP,São Paulo,-23.49312608,-46.59436598
2262,SP,São Paulo,-23.46668605,-46.57587711
2216,SP,São Paulo,-23.49453401,-46.57783583
2214,SP,São Paulo,-23.49363687,-46.58577018
2268,SP,São Paulo,-23.46882275,-46.59341773
2207,SP,São Paulo,-23.48586999,-46.59066163
2239,SP,São Paulo,-23.48392627,-46.60867004
2252,SP,São Paulo,-23.479317,-46.59043405
2240,SP,São Paulo,-23.48014782,-46.60409553
2231,SP,São Paulo,-23.4778562,-46.56407653
2290,SP,São Paulo,-23.54329484,-46.63074319
2284,SP,São Paulo,-23.4697032,-46.56868272
2289,SP,São Paulo,-23.41706739,-46.58363162
2286,SP,São Paulo,-23.40858677,-46.57960324
2309,SP,São Paulo,-23.47726214,-46.60430128
2377,SP,São Paulo,-23.45681372,-46.63254373
2371,SP,São Paulo,-23.46086186,-46.61997268
2323,SP,São Paulo,-23.50276001,-46.57361974
2311,SP,São Paulo,-23.46784102,-46.60066695
2374,SP,São Paulo,-23.45646558,-46.620581
2316,SP,São Paulo,-23.46201076,-46.5946763
2366,SP,São Paulo,-23.42982948,-46.59294653
2321,SP,São Paulo,-23.44749412,-46.58851618
2315,SP,São Paulo,-23.4633621,-46.59647162
2330,SP,São Paulo,-23.48506316,-46.61571377
2319,SP,São Paulo,-23.45017071,-46.58967747
2312,SP,São Paulo,-23.46413522,-46.602395
2341,SP,São Paulo,-23.45697642,-46.61452743
2334,SP,São Paulo,-23.48496374,-46.61933914
2347,SP,São Paulo,-23.46067439,-46.60560913
2365,SP,São Paulo,-23.42478937,-46.58054625
2375,SP,São Paulo,-23.45392257,-46.62613576
2372,SP,São Paulo,-23.45903597,-46.62370415
2367,SP,São Paulo,-23.42308723,-46.58728156
2343,SP,São Paulo,-23.47014583,-46.60632378
2306,SP,São Paulo,-23.45244942,-46.60149896
2313,SP,São Paulo,-23.46520665,-46.59849775
2305,SP,São Paulo,-23.48041189,-46.60653306
2340,SP,São Paulo,-23.46690031,-46.61612739
2360,SP,São Paulo,-23.4353461,-46.57802995
